`0x43001160`; `Sound Options`
`0x430043b0`; `Cargo Doors: These doors provide access to the Assemby Lines via a cargo platform.\n`
`0x430043b1`; `Cargo Platform: This transport system can be used to travel to the Assembly Lines area of the facility.\n`
`0x430043b2`; `Power System Access Hatch (Locked): Provides maintenance access to the primary Power Core Socket and is only opened when the system has power.\n`
`0x430043b3`; `Power Core Generator Safety Doors: These glass panels protect the Power Core Generator and are opened remotely.\n`
`0x430043b4`; `Cargo Platform: This transport system can be used to travel to the Chip Manufacturing area of the facility.`
`0x430043b5`; `Cargo Tram: This transport system can be used to travel to a different part of the facility.`
`0x430043b6`; `Code Generator Protective Screen: This safety screen protects the code generator mechanism and is opened remotely.\n`
`0x430043b7`; `Conveyor Engine: When power is supplied, the conveyor engine will drive the conveyor belt that leads to the next area.\n`
`0x430043b8`; `Generator Cooling Rod: The cooling rod will be destroyed when all three nodes have been disabled.`
`0x430043b9`; `Gear Wheel: This mechanism can be used to manually operate the robotic assembly arm.`
`0x430043ba`; `Saberling Heavy Duty Grinder: These lethal rotating drums grind materials into small chunks for easy recycling.\n`
`0x430043bb`; `Suspended Conveyor Platform: These moving platforms are used to transport goods around the Packing and Shipping complex.\n`
`0x430043bc`; `Hyrdaulic Platform (No Power): This large mechanism can be activated by restoring power to a nearby Power Core Socket.`
`0x430043bd`; `Hyrdaulic Platform: Recieving power and is now fully functional.`
`0x430043be`; `Laser Cutter: This device is fully functional but can be destroyed with a high-energy laser beam.`
`0x430043bf`; `Laser Cutter (Destroyed): This device has been destroyed and rendered completely inoperable.`
`0x430043c0`; `Laser Cutter Safety Shield: This reinforced casing protects the laser cutter from external damage but can be retracted remotely.`
`0x430043c1`; `Production Machinery Monitor (Normal): The machinery is fully functional and working within normal parameters.`
`0x430043c2`; `Production Machinery Monitor (Warning): Elevated power readings detected.`
`0x430043c3`; `Production Machinery Monitor (Critical): Extreme power readings detected. Additional power will cause the system to overload.`
`0x430043c4`; `Monorail Skylight Window: This window can be opened by a nearby switch to provide ventilation to the monorail carriage.\n`
`0x430043c5`; `Pneumatic Tube Destination Switch: This switch selects Security Station 2 as the destination.`
`0x430043c6`; `Pneumatic Tube Destination Switch: This switch selects Security Station 3 as the destination.`
`0x430043c7`; `Pneumatic Tube System Hatch (Closed): This hatch is closed preventing access to the system.`
`0x430043c8`; `Power Router Drum: This machine performs automatic power re-direction when a power core is inserted into its socket.\n`
`0x430043c9`; `Product Transport Platform: This platform can be used to travel to different areas of the production facility.`
`0x430043ca`; `Product Transport Platform: This platform has no power but can be operated by a nearby manual override wheel.`
`0x430043cb`; `Power Generator Turbine (Active): This turbine is active and increasing the temperature inside the Primary Power Generator.`
`0x430043cc`; `Power Generator Turbine (Inactive): Activating this turbine will cause the temperature inside the Primary Power Generator to increase.`
`0x43004525`; `Storage Depot`
`0x4300452c`; `Maintenance`
`0x4300452d`; `Storage`
`0x43003582`; `Darwin, there has to be a keycard for that door somewhere around there!`
`0x4300371f`; `Okay team. I’m outside, north wall. Big building. Got to get in and locate where they took our friend Mr. Leonard Saber. It’s only the FBI Headquarters... how hard could it be to break in?`
`0x43003722`; `And I'm, er, ready for my fill too!`
`0x43003723`; `Okay, let’s head to the video security room and see if we can get a fix on where they have Saber. Total radio silence in effect until we’re in - starting... now!`
`0x43003729`; `Hey, catch that, Juarez? The appliances just moved right past FBI Security, no problem. Saberling’s stuff must have total clearance here. But I sure don’t.`
`0x4300372a`; `Okay Darwin - sensors show Saber is way over at the other side of the building.`
`0x4300372b`; `Quickest way there?`
`0x4300372c`; `That would be through the forensic labs - but there might be heavy security.`
`0x4300372d`; `Blaster - gonna need your help ahead.`
`0x4300372e`; `You got it! I’m making my way there too!`
`0x43003730`; `You’ll never find Saber... my frosty friend is going to make sure of that!!! Ha ha ha!`
`0x43003731`; `That fridge froze over the entrance... and now I’m trapped. `
`0x43003732`; `I’ll activate the emergency over-ride, look for a lever to pull.`
`0x43003733`; `Will do. `
`0x43003734`; `That fridge has frozen the whole room. It’s like an ice rink here.`
`0x43003735`; `Yeah, everything’s iced solid here too. Talk about chillin' - colder than Juarez!`
`0x43003738`; `Juarez, Blaster... bad news. I've reached the forensic labs but they’re locked. Any alternates?`
`0x43003739`; `I’m checking! `
`0x4300373a`; `I can’t do anything from here to get that door open. You’ll have to find another way in. Maybe you can get outside the building from the Director’s office.`
`0x4300373b`; `You mean go... out of the building?`
`0x4300373c`; `Just be glad you have your jetpack, Darwin!`
`0x4300373d`; `Whoa - The refrigerator has blocked the vacuum in the closet with a wall of ice!`
`0x4300373e`; `Darwin, I think you will have to free the vacuum.`
`0x4300373f`; `What?`
`0x43003740`; `The security door there will open only for a Saberling appliance.`
`0x43003741`; `So time to do some vacuuming, huh? Blaster - sit rep?`
`0x43003742`; `I'm at the forensics lab elevator... with a lot of nasty company! Only out-numbered 5 to 1... so I have the advantage!`
`0x43003743`; `Stay safe!`
`0x43003744`; `Ugh. You guys picking this up? Is that the ugliest cat you’ve ever seen or what?`
`0x43003745`; `All cats are ugly. And that sound they make? Me-ow? What is with that?`
`0x43003746`; `Why anyone would hang a picture of cat...`
`0x43003747`; `Blaster - any ideas on getting to the other side of the building?`
`0x43003748`; `Yeah, you got to get to the top of that ledge above you... then zip line across. I should be able to give you a bit of boost with the elevator.`
`0x43003749`; `More heights? Great...`
`0x4300374a`; `Come on Darwin - this is fun!`
`0x4300374b`; `Okay, Blaster - going up!`
`0x4300374c`; `You’re on your way, Darwin. Next floor - sporting goods and swim wear.`
`0x43003755`; `I’m at the door - but it has a keycard lock. `
`0x43003756`; `Then there has to be a keycard nearby. Maybe check the supply offices?`
`0x43003757`; `Juarez - any update?`
`0x43003758`; `Nothing on Saber’s location. But I have an idea. If we can uplink your IR equipment to the building's security, I should be able to triangulate the location of the real Saber.`
`0x43003759`; `Good work - so what do I do?`
`0x4300375a`; `That’s the hard part. You must get to the nearest Security Uplink station... and that’s inside the bureau’s High Tech Crimes division. Probably has a high security door... and no telling what else you’ll face.`
`0x4300375b`; `Other than that... it’s a walk in the park.`
`0x4300375c`; `Darwin, there's one mean paper shredder guarding the door ahead. But I think I have a way you can get past it.`
`0x4300375d`; `And that is?`
`0x4300375e`; `Okay, there’s one of those Holo-Scanners right near you. It’ll make a Holo-disc version of you, Darwin. Throw it in front of those crazy appliances and they’ll ignore you completely. As long as your clone keeps running, should work like a charm!`
`0x4300375f`; `Blaster... sometimes you are absolutely brilliant.`
`0x43003760`; `What do you mean only sometimes? Good luck Darwin!`
`0x43003761`; `Juarez, it’s getting really cold here.`
`0x43003762`; `Something’s wrong with the cooling system.`
`0x43003763`; `Do you know a way to...`
`0x43003764`; `Oh, a little cold, and you with all that nice warm fur. My toys have been playing with the cooling system. I'm afraid it’s going to get even colder. You better keep moving, guinea pig.`
`0x43003765`; `Juarez, I reached the High tech Crimes division. But I’m going to need a keycard to access the area.`
`0x43003766`; `There’s a security booth in the next room, they’ll have one, but you’ll need to use the terminal to get in there. Any motion sensors around?`
`0x43003767`; `I see one... Bet I can use it to get the power up and running.`
`0x43003768`; `But Darwin - there’s no direct line of sight. You’ll have to bend or bounce the beams. Won't be easy.`
`0x43003769`; `Juarez, nothing’s been easy today.`
`0x4300376c`; `Okay Darwin, the Security Uplink station should be just there, right to your...`
`0x4300376d`; `You two are getting so tiresome. You see, I can not lose this game, not now. Mr Saber is completely cornered by my machines. Do not worry. When they get to him... it will all be quite quick!`
`0x4300376e`; `Keep talking, Yanshu. Sounds like you're the one who’s starting to worry!`
`0x4300376f`; `Juarez. I’ve got my IR system uplinked to Security.`
`0x43003770`; `Great. Hold on... there. Got Saber! He's not far away... only two floors down. I've opened the office so you can get in. But you’ll have to go outside again to get to him in time.`
`0x43003771`; `Outside? Blaster - you there? I was hoping you had a handy vent I could use.`
`0x43003772`; `Sorry D... no vents near you. Go on out there... you know you love it!`
`0x43003773`; `Riiiight!...`
`0x43003774`; `Darwin - good work. Saber is located in one of the elevators just a few floors above you. If you get into the adjacent elevator I should be able to patch your comms directly to him.`
`0x43003775`; `Good! Blaster, report?`
`0x43003776`; `Checking for alternates in the area Darwin. If there are any other ways in or out... I’ll find them!`
`0x43003777`; `Keep me posted!`
`0x43003778`; `So Darwin, leader of the great G-Force... I must say you are very persistent. Unfortunately you are coming to the end of this trail, very soon.`
`0x43003779`; `No Yanshu, not the end of the trail... the end of you.`
`0x4300377a`; `How vexing. Thought for sure the firing range would stop you cold. No matter, everything is locked up tight and you can expect company... right about... now!`
`0x4300377b`; `Impressive. And I do not impress easily. I must admit you are dealing admirably with every test I throw your way.`
`0x43003780`; `Such dogged persistence. All wasted. What a pity.`
`0x43003781`; `I'm closing in, Yanshu. You’re just about done here...`
`0x43003782`; `Not exactly... I’m afraid the ending won’t be what you expect.`
`0x43003783`; `Oh, really - will it be even better? `
`0x43003784`; `Goodbye, Rodent!`
`0x43003785`; `Juarez, Yanshu has sabotaged the elevator controls.`
`0x43003786`; `Any ideas?`
`0x43003787`; `Got one. I could get on top of the elevator and get it moving somehow.`
`0x43003788`; `Hey, pret-ty amazing... I actually got the elevator moving.`
`0x43003789`; `Good - patching you into Saber’s elevator. Get him to go to the ground floor stat!`
`0x4300378a`; `Mr. Saber - FBI here. I'm going to free your elevator. Then take it down to the...`
`0x4300378b`; `Er, yes - take the elevator to the roof, Mr. Saber - and hurry!`
`0x4300378c`; `Juarez, who is that? That sounds like.. that sounds like me talking to Saber!`
`0x4300378d`; `We will have a chopper all ready to take you to safety, Mr. Saber.`
